tweetId,reporterId,reportTime,reason
0f3f5193-b4ed-4f56-901a-bac208f55f91,0,2018-09-05 17:34:22.457366,Cette publication contient des informations trompeuses et fausses.
2133636e-7086-467b-a2d5-a81796461fb2,1,2023-12-23 09:33:38.620787,Ce compte publie du contenu à caractère pornographique.
0cd834c3-efa6-44a2-9c94-272b18e07907,2,2023-12-18 13:38:31.266571,Ce compte utilise des images de violence explicite.
54d7063d-cd19-4795-ba78-43de8edda75a,3,2022-03-10 17:23:54.220633,L'utilisateur a partagé des informations trompeuses et fausses.
b33e7fcb-be7b-472d-b895-455b2c8e9a92,4,2023-11-15 22:14:27.598833,Ce message est du spam ou des liens malveillants.
2a4eb739-b1a2-4b95-88ca-b208075c54ff,5,2023-11-11 09:28:51.777077,L'utilisateur encourage à la violence.
66b66a73-e26a-45ab-831c-ecc1251bb941,6,2022-06-19 00:53:07.344182,Ce compte utilise des images de violence explicite.
dfe41fb0-140a-4df2-ba6e-42941b392e4a,7,2022-05-13 01:55:15.210610,Ce compte utilise des images de violence explicite.
5e27e3a6-0f66-4a05-8382-23963e5a6b60,8,2023-08-07 05:01:20.449880,L'utilisateur encourage à la violence.
48447c05-47bd-4013-8f13-7838b5ab0bd7,9,2023-04-05 07:30:31.639949,L'utilisateur a partagé des informations trompeuses et fausses.
b988255e-7836-4a29-a5a4-41e914ee566a,10,2023-10-12 14:14:16.736540,L'utilisateur publie du contenu à caractère pornographique.
b266e71c-345e-43f1-9002-e09aa628f549,11,2023-03-17 11:45:58.224486,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
ec0c306d-6d09-40a4-adee-1620ae3a214f,12,2023-09-16 10:32:09.221803,L'utilisateur a partagé des informations trompeuses et fausses.
1a1e060d-d36f-44ab-81d3-4a610cba0b65,13,2023-04-01 05:48:47.172076,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
732f4b83-8902-469b-8424-7bb5f17d7940,14,2016-12-11 17:50:27.766862,Ce message est du spam ou des fraudes.
4ac06250-bb1c-42d5-aeb1-17ab40c24bb3,15,2015-01-02 13:27:18.788828,Ce message est du spam ou des liens malveillants.
3fb12d2d-4ef3-49e1-b44f-b1d577132f96,16,2023-01-15 08:53:43.081112,L'utilisateur encourage à la violence.
e8a428de-7800-4ab3-992c-c18e6a31d22e,17,2023-12-02 12:02:57.572980,L'utilisateur a partagé des images inappropriées pour un public jeune.
14091fe9-b32a-456e-8f53-c0b8edd87e95,18,2017-09-24 01:47:25.447434,L'utilisateur a partagé des informations trompeuses et fausses.
8ed34df5-f9b9-4021-bb47-c66b5f18e4a7,19,2020-08-03 11:15:43.732098,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
bcc41722-5c50-4b93-9d9f-6b05b7a80641,20,2020-08-02 09:52:17.585752,Ce message est du spam ou des fraudes.
4b075798-c117-413c-9bfd-73697df54e9d,21,2023-05-24 02:00:27.045271,Ce compte publie du contenu à caractère pornographique.
b06ba21a-e25f-4fae-828e-c9ff3f969a1e,22,2023-07-05 22:16:06.270734,HA
86f3017d-d000-40f9-a2b9-45ffa427b01a,23,2023-10-10 14:06:46.013800,L'utilisateur encourage à la violence.
ea84aa41-8586-4693-b72a-863bbc8c7349,24,2022-09-07 15:15:18.583959,Ce compte publie du contenu à caractère pornographique.
9341f14a-4e37-47b5-bbeb-78373c27bb96,25,2020-09-07 02:57:16.277502,Ce message est du spam ou des fraudes.
f2bed1e3-e64e-4995-9f02-8661073bb45a,26,2023-01-23 22:23:19.118436,Ce compte utilise des images de violence explicite.
0babc465-5e6f-4311-8f02-a95e70c2f731,27,2022-10-16 10:02:01.127122,L'utilisateur encourage à la violence.
8663827e-990a-465c-89a9-8e322948aafc,28,2021-11-12 19:12:09.050299,Ce compte utilise des images de violence explicite.
545acc67-3371-4626-a35d-f3526b40e193,29,2020-08-23 18:17:02.581789,Ce compte publie des propos haineux et incite à la haine envers une communauté spécifique.
d0f44f78-7555-45fc-a84e-7f32ecc39b78,30,2016-08-21 00:35:17.870860,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
99a99bc8-773c-404b-aed0-faae7474d533,31,2023-12-24 08:13:59.037540,L'utilisateur encourage à la violence.
c8354b9a-963b-4f3d-9617-3976bca7e710,32,2021-02-14 14:25:28.274041,HA
83397962-e2ec-4f35-a3ab-197f861c09ed,33,2023-06-14 09:35:47.191555,Ce compte utilise des images de violence explicite.
53da4deb-0b37-45e3-bfb9-5d270661539d,34,2023-09-22 03:40:01.934111,L'utilisateur a partagé des images inappropriées pour un public jeune.
496d714e-0006-484b-8f9e-531a2da8b1b1,35,2023-04-28 17:07:48.723714,Ce message est du spam ou des liens malveillants.
bf3b2608-a3a1-4eae-8fec-1763e8ec8d05,36,2017-03-02 23:19:50.296618,Ce contenu contient des insultes racistes ou discriminatoires.
0ad01b99-5d6e-4c9a-86cf-dfbf8972df0a,37,2022-03-23 14:46:29.663455,Ce contenu contient des informations personnelles sans consentement.
5b15d513-57ad-4b43-a243-42987242aea0,38,2022-11-09 00:50:26.870494,Cette publication contient des informations personnelles sans consentement.
1bf04bcb-25b0-4cdb-8810-2b2d080505f1,39,2016-03-08 01:10:55.612901,L'utilisateur a partagé des images inappropriées pour un public jeune.
4d9dcb83-d5b8-466d-9134-8bd92ba92c8d,40,2021-08-14 19:23:20.170644,Ce compte publie du contenu à caractère pornographique.
1e742adf-29a0-41de-a4a6-9897ddc83184,41,2023-01-01 01:46:39.522829,Ce compte publie du contenu à caractère pornographique.
d22ef5a3-09d2-49d5-bd42-d70147267780,42,2023-01-27 18:48:52.882148,Ce message est du spam ou des fraudes.
614c8dfb-4d43-4058-ac4e-ad680aa215bd,43,2022-06-07 04:12:36.231009,Ce compte diffuse du contenu incitant à l'automutilation ou au suicide.
b3a5be9d-5869-49fd-8a1d-33933dc8dd4e,44,2021-12-16 14:06:11.958318,Ce message est du spam ou des fraudes.
e5aa8cee-a04c-4162-8d89-d498443f2056,45,2022-04-19 10:18:52.029634,Cette publication contient des informations trompeuses et fausses.
c7415787-e58c-42ae-8329-2ae205826d4b,46,2023-07-12 23:39:17.847579,Ce compte diffuse du contenu incitant à l'automutilation ou au suicide.
e7cd1bd5-2a97-4b5f-81cd-ce7c87eb635a,47,2021-09-15 01:03:21.821045,Ce compte utilise des images de violence explicite.
c8da1c2c-35b2-4d70-9edd-fafef7e1207f,48,2023-05-28 06:39:12.036919,Ce message est du spam ou des liens malveillants.
d24d757c-90a6-4f7c-ad69-9e349c235b78,49,2023-06-15 17:24:26.772551,Ce contenu contient des insultes racistes ou discriminatoires.
5e9d60f6-9cbf-4ffb-983d-f4188d39b9a6,50,2020-04-12 04:51:13.663409,Ce contenu contient des insultes racistes ou discriminatoires.
1b0adc6f-f7ff-4bbf-8c51-fd2a62c51732,51,2022-11-04 10:26:33.154285,Ce compte utilise des images de violence explicite.
21b76694-bc2c-487a-b9c5-d69014c19b7f,52,2021-04-18 20:45:11.845740,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
3c9f27e3-272b-4580-b588-9da3409a57d3,53,2022-05-07 12:38:43.443866,Ce message est du spam ou des fraudes.
51b110c7-38a6-4224-ab3f-4b379e7defc0,54,2023-05-29 03:30:27.120687,Ce contenu contient des informations personnelles sans consentement.
0ea52c6a-c202-49d4-a5a8-02c7e2c69eb2,55,2022-05-20 12:27:45.190637,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
0aab44f8-8cf7-49e3-a4d4-0e02f03e8490,56,2022-02-03 08:03:37.237980,Ce message est du spam ou des liens malveillants.
3fd6c3fa-e210-4f02-aac3-8ca80ce91f79,57,2021-12-29 12:34:41.648648,L'utilisateur encourage à la violence.
f2b93850-5b0a-47da-9bd5-4e0de9cd7084,58,2023-10-09 03:22:01.591022,L'utilisateur a partagé des images inappropriées pour un public jeune.
e0205057-f60f-45fc-a8d2-a3ed19126419,59,2023-10-16 21:19:56.819511,Ce compte publie du contenu à caractère pornographique.
8e2ebf26-6c7f-424e-8798-290cf3fb253a,60,2018-09-30 00:23:27.945143,L'utilisateur encourage à la violence.
f444cb0e-ba85-4182-aa7c-2c250469cba0,61,2021-05-05 06:01:38.503315,Ce compte publie du contenu à caractère pornographique.
6a5c0ab6-7b57-46f7-971a-de63c7b7c23f,62,2023-10-27 06:12:19.202807,Ce message est du spam ou des fraudes.
d72582c5-e52d-4721-b03c-46e2f3f19627,63,2023-10-20 23:56:21.983779,L'utilisateur encourage à la violence.
5e73d907-11a6-44ba-b849-a1d0d5595de2,64,2023-08-20 14:56:54.381495,Ce compte utilise des images de violence explicite.
185f4307-fd77-4f36-aa63-f0f1836e0a8f,65,2019-08-20 13:53:46.434867,Ce message est du spam ou des fraudes.
86523deb-a23b-456d-aeba-3267706aec5f,66,2021-10-11 17:21:57.639425,L'utilisateur a partagé des images inappropriées pour un public jeune.
5ba7470b-0aec-4b85-9a91-4be8c52cdc33,67,2022-03-17 10:01:28.920207,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
59c74a3e-d373-4085-9550-f92edd578ba4,68,2022-05-27 17:08:22.238525,Ce compte utilise des images de violence explicite.
54224e61-1f2e-4712-8567-f655bc0bebc0,69,2023-12-16 05:34:17.885479,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
45a50444-8c2b-425b-bc14-a2fb4ead107b,70,2023-12-07 16:52:38.743400,L'utilisateur encourage à la violence.
767e899f-88c7-4c6a-ae60-954daf56e3b6,71,2023-11-14 10:04:43.201429,L'utilisateur encourage à la violence.
652fbb4d-52d1-4d4f-ab47-bea0d730b81c,72,2023-12-05 07:44:50.080841,L'utilisateur a partagé des informations trompeuses et fausses.
f82789bc-b9ff-4572-ad33-3699b5733a54,73,2023-10-24 10:56:52.059910,Cette publication contient des informations personnelles sans consentement.
ae34cc81-4810-4042-92ae-4b8e2aaa8230,74,2020-05-15 16:07:23.080033,L'utilisateur encourage à la violence.
8b7f7a60-69e8-4a15-b68e-de46ca809dae,75,2023-04-25 18:57:00.779907,Ce contenu contient des informations personnelles sans consentement.
e8848d55-2342-448a-8b1d-b36014282b3a,76,2021-05-23 19:52:30.507116,Ce compte utilise des images de violence explicite.
116dd81e-31f9-4091-928f-91c8572ef18a,77,2022-08-31 17:53:08.349343,Ce compte publie du contenu à caractère pornographique.
ac7c1da2-6bbe-49fd-8871-647e22df011e,78,2019-01-10 17:15:42.032198,L'utilisateur encourage à la violence.
d23ce2d1-f634-4dc7-b0d7-46d885f47b12,79,2023-08-17 12:20:25.221260,Ce message est du spam ou des fraudes.
b340da35-8f4d-4203-b4f1-852664f60a04,80,2023-04-05 17:56:42.842136,Ce contenu contient des insultes racistes ou discriminatoires.
a2ee4c36-c381-4e0c-b823-b064801167d9,81,2023-11-26 13:00:02.708456,HA
cdaecd39-f6bd-420f-b9b8-4a50fa535a9d,82,2023-12-25 23:06:25.695200,L'utilisateur publie du contenu à caractère pornographique.
5830652f-d987-4c41-934a-19a3c0744901,83,2022-10-20 19:05:34.967210,Ce contenu contient des informations personnelles sans consentement.
fd8a9234-d76d-4968-9e7d-4ccc09f08dc8,84,2023-12-21 23:44:20.039747,Cette publication contient des informations trompeuses et fausses.
fc2bd990-f615-45c6-a4e4-e013c1bd299d,85,2020-10-20 11:53:28.588124,L'utilisateur encourage à la violence.
5f1bebe1-15da-463e-a856-0799ebeec705,86,2023-01-08 09:35:12.373148,L'utilisateur a partagé des images inappropriées pour un public jeune.
3db17bc4-5fe9-461b-8c64-d4f62c992eca,87,2019-05-30 14:35:19.826216,Ce contenu contient des insultes racistes ou discriminatoires.
986f6aff-8ce4-49bc-91fd-bf20f1e03b79,88,2018-09-14 06:27:40.748173,L'utilisateur publie du contenu à caractère pornographique.
03c0d789-490f-4ac9-bdc9-4ad2040a0d2a,89,2023-09-05 02:10:27.699374,Ce compte utilise des images de violence explicite.
c50ff4ce-5311-4aa3-a0a7-aa730ad051a3,90,2023-10-23 11:24:01.141498,Ce message est du spam ou des fraudes.
db5858b3-1f8b-4c65-ab58-a6942c6f9e56,91,2023-09-27 20:41:11.982638,Ce compte utilise des images de violence explicite.
98745803-f122-4136-87ab-762eb7f9a670,92,2021-07-14 19:04:27.331466,Ce contenu contient des informations personnelles sans consentement.
5bbe2f35-0cb0-4a72-8f04-28c7fa10d0cb,93,2022-06-15 22:12:03.166648,Ce compte publie des propos haineux et incite à la haine envers une communauté spécifique.
e03e9e5b-80a4-4b92-9439-2a0acedf116f,94,2022-05-06 19:07:25.356304,Ce compte diffuse du contenu incitant à l'automutilation ou au suicide.
de8304be-86aa-41dd-a6d0-ebc3a6c89618,95,2023-10-31 05:45:55.084229,L'utilisateur a partagé des images inappropriées pour un public jeune.
0b021225-0efe-4c36-9a88-914e7fa100b4,96,2023-11-06 11:11:54.971988,Ce compte publie du contenu à caractère pornographique.
186528f2-f584-4211-912d-4289567564a2,97,2023-01-11 23:09:37.975378,Ce contenu contient des insultes racistes ou discriminatoires.
545ca63e-6d9e-4d7b-803c-824bdd585edb,98,2021-02-16 00:38:34.850387,Ce compte utilise des images de violence explicite.
12214744-d22e-4d09-9cb3-4909518f9da4,99,2022-02-08 18:29:07.648179,Ce message est du spam ou des liens malveillants.
b2f20713-c2ae-4237-be04-86403c313baf,0,2022-06-21 20:24:09.409946,Ce contenu contient des insultes racistes ou discriminatoires.
d602b7e5-5312-483e-ad79-0bc8a9a9d23a,1,2020-01-23 14:58:59.823898,Ce compte utilise des images de violence explicite.
3bd3df16-8f53-41e6-9cf4-dbf89f1da725,2,2023-03-19 16:38:24.397322,Cette publication contient des informations trompeuses et fausses.
c1478832-df9c-4fe6-8982-8c7340770ed2,3,2023-09-29 15:22:26.037824,Ce compte publie du contenu à caractère pornographique.
84336873-70cf-467d-8448-e13e0d4ba467,4,2021-05-13 23:30:19.813884,L'utilisateur publie du contenu à caractère pornographique.
ce1e6dc6-8a7c-4e71-8912-6d9a1b07faee,5,2023-10-08 08:49:19.368931,Ce contenu contient des insultes racistes ou discriminatoires.
4628020f-0989-4e13-9351-eaf09569d20e,6,2023-10-13 13:04:47.267143,Ce compte publie des propos haineux et incite à la haine envers une communauté spécifique.
419505c1-f440-4bc7-a04d-5c8bbe627a2f,7,2023-11-06 00:23:39.434630,Ce message est du spam ou des liens malveillants.
92096bc3-036b-411a-8c27-f52a27ad78c9,8,2020-12-01 15:58:28.503313,Ce compte utilise des images de violence explicite.
aea76108-4a3b-4479-9aa1-a042bcecdfa1,9,2023-03-21 15:39:54.954132,Ce compte publie du contenu à caractère pornographique.
fa3a1955-eccb-4b56-b97a-e2a8b41a66b7,10,2023-07-08 13:23:33.583035,L'utilisateur encourage à la violence.
b2c7f0d0-1b90-4ebf-a159-a5151772c278,11,2023-10-01 09:36:52.482256,L'utilisateur publie du contenu à caractère pornographique.
ed27acb3-2980-413b-abc2-a23e1b6ec245,12,2020-07-05 00:16:07.154962,L'utilisateur encourage à la violence.
597a81b5-8ed9-42f9-b9f3-fd0d38621791,13,2023-12-07 20:37:26.305602,Ce message est du spam ou des liens malveillants.
fe697a77-99a8-4efd-ba27-61f4a9b4e7c8,14,2023-06-20 13:00:55.350342,Ce message est du spam ou des fraudes.
4c673365-ab43-4357-aa96-184782e13937,15,2023-07-17 08:59:05.515838,HA
58bde6bd-28b5-4efa-adba-419a77fe8d54,16,2023-06-11 14:53:38.827122,L'utilisateur encourage à la violence.
937d5f16-541f-4dcf-98f5-040bc6c68182,17,2023-12-14 14:30:19.077772,Ce message est du spam ou des liens malveillants.
04bb5c48-a1f0-4c3a-8d33-a2dddf4ffc5c,18,2023-07-08 12:26:23.627401,Cette publication contient des informations trompeuses et fausses.
d28c62ea-8738-4499-8c40-bf7d1c3c6167,19,2022-10-21 08:06:28.406005,L'utilisateur a partagé des images inappropriées pour un public jeune.
dda81b5a-2d73-43e4-b9aa-749cc56bef09,20,2022-10-07 14:30:09.730171,Ce compte publie du contenu à caractère pornographique.
81ff6101-d45e-4e7a-838b-1d393def42c9,21,2022-08-09 08:54:19.586704,Ce contenu contient des informations personnelles sans consentement.
5aeee416-a42f-403e-9dcf-ab19909d9b00,22,2022-10-30 17:03:26.331800,Ce compte utilise des images de violence explicite.
3e332e19-4c46-4a39-a57f-9e41b5681ad7,23,2023-08-12 21:16:35.142060,Ce compte diffuse du contenu incitant à l'automutilation ou au suicide.
f5f5d0a1-7cd4-46ea-a8f4-13eb4ea09dda,24,2021-03-02 20:18:28.255569,Ce message est du spam ou des liens malveillants.
320fed35-7adf-437e-9517-1267989c77a1,25,2023-11-20 03:38:02.830912,Ce message est du spam ou des liens malveillants.
f3393f31-b318-4a4b-b19d-a23a06dc3766,26,2023-12-08 02:49:27.164289,L'utilisateur encourage à la violence.
823b56cc-0f1b-47dd-89e2-c7ccbed87424,27,2020-06-30 22:50:48.886137,L'utilisateur a partagé des informations trompeuses et fausses.
0cce3913-d3ff-4b8e-839e-2370f1ec679c,28,2023-09-25 23:06:56.049947,L'utilisateur a partagé des images inappropriées pour un public jeune.
e3500ae3-f05b-4fd2-82ef-c670d7ccb6f6,29,2023-06-22 02:05:51.388405,L'utilisateur encourage à la violence.
7782b416-01f7-42c8-8d7b-864a9895bb92,30,2014-12-15 12:55:11.734839,Ce message est du spam ou des fraudes.
c8f14c31-2c08-4a7a-b41a-181bc00a2e2f,31,2023-08-25 13:42:38.877866,Ce message est du spam ou des liens malveillants.
